subject,predicate,object,original_text
Iron,hit,employee,First aid case. Iron hit employee in the head.
Objected,drop,18,"Objected dropped less than 18"" onto workers foot, making contact behind the steel toe."
WORKER,have,CUT,WORKER HAD HIS FINGER CUT DURING FLANGE CLEANING
Subsea,do,leak,"Vazamento de Tellus 32  durante atuação de Ferramenta Subsea do ROV
Tellus 32 leak during ROV Subsea Tool operation"
em,deslocamento,casario,Entorse no joelho em deslocamento pelo casario.
Coral,do,Cut,"LTI - Coral do Atlântico - Finger Cut  and Broke Due to Torque Tool Impact
LTI - Coral do Atlântico - Corte e Fratura no Dedo devido ao Impacto da Ferramenta de Torque"
Operator,strike,gate,Operator with forklift strikes the gate
Wall,sustain,damage,Property Damage - Wall sustained damage during the movement of the GSTC panel
Corte,do,VLM,FAC - Dutra Industrial Plants - Corte na mão em divisória do VLM
injury,escorregar,em,FAT - Shoulder injury after slipping on a step / Contusão no ombro após escorregar em degrau
forklift,pass,gate,The Gate of the warehouse started to close by itself when the forklift was passing the gate
Crane,contact,doors,Third Party Incident - GEG - Crane contacted workshop main doors during spool transportation
Forklift,impact,door,Forklift impacted Overhead door.
Technician,sustain,injury,Technician sustained finger injury while adjusting suspended load
Forklift,hit,door,Forklift hit bay door
Fractured,leave,hip,Lost Time Injury (LTI) - Shell Dover - HLV Happy River - 24 September 2024 - Fractured left hip
VEHICLES,strike,US,MOTOR VEHICLE ACCIDENT - COMPANY VEHICLE LD3737 WAS STOPPED WHEN THREE VEHICLES BEHIND STRUCK US.
Operator,steer,equipment,LTI - Pallet Stacker Operator steered equipment over own foot
employee,strike,vehicle,"Motor vehicle accident, TFMC Driver was headed Westbound on I10 headed to the SATX Facility to load out for service job. While driving the FST states his vehicle started to shack and loss of control ""possibly a rear tire blow out"", and caused the employee to strike the park vehicle. Driver claims he struck the passenger side mirror against the tire of the hauled vehicle, his back end was still loose and made contact with the trailers right rear fender causing significant damage to the passenger rear fender. Driver regained control of his vehicle and came to a safe stop around 100' away, made contact with Service Department leadership and went to check on the other driver. No injuries reported, insurances were swapped and local authorities arrived and conducted their report. Patrol Deputy Jacob Clark- case number 25-026513. SATX leadership was contacted and made aware of the situation, HSE/Fleet and Leadership were contacted- incident report was entered into the Teams page."
he,strike,mirror,"Motor vehicle accident, TFMC Driver was headed Westbound on I10 headed to the SATX Facility to load out for service job. While driving the FST states his vehicle started to shack and loss of control ""possibly a rear tire blow out"", and caused the employee to strike the park vehicle. Driver claims he struck the passenger side mirror against the tire of the hauled vehicle, his back end was still loose and made contact with the trailers right rear fender causing significant damage to the passenger rear fender. Driver regained control of his vehicle and came to a safe stop around 100' away, made contact with Service Department leadership and went to check on the other driver. No injuries reported, insurances were swapped and local authorities arrived and conducted their report. Patrol Deputy Jacob Clark- case number 25-026513. SATX leadership was contacted and made aware of the situation, HSE/Fleet and Leadership were contacted- incident report was entered into the Teams page."
Driver,regain,control,"Motor vehicle accident, TFMC Driver was headed Westbound on I10 headed to the SATX Facility to load out for service job. While driving the FST states his vehicle started to shack and loss of control ""possibly a rear tire blow out"", and caused the employee to strike the park vehicle. Driver claims he struck the passenger side mirror against the tire of the hauled vehicle, his back end was still loose and made contact with the trailers right rear fender causing significant damage to the passenger rear fender. Driver regained control of his vehicle and came to a safe stop around 100' away, made contact with Service Department leadership and went to check on the other driver. No injuries reported, insurances were swapped and local authorities arrived and conducted their report. Patrol Deputy Jacob Clark- case number 25-026513. SATX leadership was contacted and made aware of the situation, HSE/Fleet and Leadership were contacted- incident report was entered into the Teams page."
Operator,hurt,finger,Operator hurt his left middle finger with wrench
Frac,valve,injury,Neuquen Frac valve bonnet finger injury
y,continuidad,trabajo,"INVOICE - VISTA ENERGY First aid with medical attention and continuity at work
FRACTURA-  VISTA ENERGY Primeros auxilios con atencion medica y continuidad en el trabajo"
LD5595,strike,DEER,COMPANY VEHICLE LD5595 STRUCK A DEER WHILE TRAVELING ON I20 EAST
Movement,hinge,light,Equipment Condition – G1201- 31/03/2018 - 067821C001- Excessive Movement of MSB-12 hinged flood light caused DROP’s lanyard to fall to deck of PSV
Forklift,hit,post,Forklift hit post
-Welder,burn,foot,FAC - 61402S - Zeebrugge/MISY - 17/07/16 -Welder burned his foot
Essalam,Ph2,Contact,Property Damage - SIF - Bahr Essalam Ph2 Topsides Revamp Project - Offshore Lybia - 08.04.2018 - Safe Swift Contact with Sabratha Platform due to excessive squall
Pipe,roll,Stanchions,PD - LCCP - 2016 - 08 -05 (Pipe Rolled Off Trailer and Damaged 2 Stanchions)
Douleur,do,marchant,ASA/FF- Zone Site Propre - 02/02/2023- Douleur dos en marchant
FST,strike,deer,FST struck deer in company truck LD3746
IP,receive,finger,FAC - IP received a minor cut on his left hand little finger
BAHR,nip,finger,FAT - ESB - 064081C005 - MELLITAH BAHR ESSALAMI - 01/08/2017 -  IP nipped finger on shackle
Estrela,do,Loss,Equipament Damage - TOP Estrela do Mar - Partial Loss of half the HV switchboard power with genarators and thrusters.
Specific_Dahej_12/30/2017_IP,get,injury,First Aid Case_XXXX - Non Project Specific_Dahej_12/30/2017_IP got minor cut injury in hand finger.
irritation,leave,arm,FAT-066467C001-NSG-12.06.2106-Skin irritation on IP left arm
Push,pull,Failure,PCH Push Pull Tractor Hose Failure
Worker,pinch,stand,First Aid-BLADE-Beaumont ISBL Plot-Feb 10-2020 Worker pinched his hand between rebar and the stand
cable,hit,shoulder,FAC NON TECHNIP OWNED - 63603C PPF6 New Finishing - Geleen - 07/09/16 - 10kV cable hit the shoulder of a worker
contacts,leave,Foot,FAC - LCCP - 2016 - 10 - 20 (A-frame contacts Left Foot)
Technician,slip,hose,Technician slipped hose and sprained finger
par,cisaille,opérateur,FAC/FF - SP8 - 26102020 - Projection d'un fil découpé par cisaille sur main opérateur
HERRAMIENTA,PALLET,PAIN,FIRST AID CASE- PRIMEROS AUXILIOS - FORTIN DE PIEDRA POZO 1291 - TECPETROL - 10/26/2018 - DOLOR ABDOMINAL LUEGO DE COLOCAR HERRAMIENTA SOBRE PALLET  - ABDOMINAL PAIN AFTER PLACING A TOOL ON A PALLET
Finger,pinch,montagem,LTI -  Dutra Industrial Plants - FASSUB - Finger pinched during Assembly Process  / Prensamento de dedo mínimo durante processo de montagem
IP,lose,footing,LTI - TUL - 18.02.2021 - IP lost footing and fell 0.5m onto a set of steps
compressor,catch,fire,DA003-076971C - NEW NAPHTHA COMPLEX EPC - Greece-13.07.2021 – Diesel driven air compressor caught fire  due to some undetected malfunction
restricter,fail,Subsea,Equipment damage – 033968C001 MOHO Nord – FAR Sleipner – 15 October 2016 – Bend restricter failed Subsea
Specific_Panipat_05/07/2018_IP,receive,injury,First Aid Case_0930 -  Project Specific_Panipat_05/07/2018_IP received superficial injury on right hand middle finger
Scaffolder,suffer,contusion,RWC– MIDOR Refinery Expansion Project – Egypt – Alexandria – 02-12-2021- Scaffolder suffered a sever contusion at his shoulder due to a fallen scaffold tube
DUSLO,CPAVOK,fire,Damage-065806C001 - 02522 - DUSLO CPAVOK 4-Slovakia-26/07/2017-Small fire (scaffold wooden plank and PWHT machine cables) during PWHT execution (night shift)
Non-,work,19:15,Wellservicer Non- work related - IP Stumps toe on chair - PDVSA Dragon APS Project – TFO27337 - 28/09/16 19:15
Capex_Dahej_1/8/2017_IP,get,injury,First Aid Case_033390X001 - Dahej Manufacturing Facility Capex_Dahej_1/8/2017_IP got minor bruise injury on  hand.
IP,tighten,strap,"First Aid-Suncor-Transocean Barents-March 13,2019- IP was tightening ratchet strap when the ratchet strap sheared, striking the worker in the right knee."
leak,do,Estaleiro,"ENVIRONMENTAL DAMAGE - SKANDI VITORIA - Oil leak due to a crash of truck in Shipyard Bridge Handrail._x000D_
DANO AMBIENTAL - SKANDI VITÓRIA - Vazamento de óleo devido à batida de caminhão em ponte do Estaleiro"
Rigger,strike,head,Deep Blue - South Santa Cruz G5038678 / 068093C001 - Accident - First Aid Treatment - Rigger struck his head against container
FORKLIFT,shatter,WINDOW,FORKLIFT SHATTERS WINDOW OF LD3852
Coral,do,deslocado,RWC -TOP Coral do Atlântico - Dislocated shoulder / Ombro deslocado
-XXXX,hit,Finger,"Medical treatment -XXXX-Abu Dhabi-20 Jan 2019- ""Hit the middle Finger by a rubber mallet caused Swelling finger"""
Operator,strike,module,PD-MWP09-PTMI-Batam-Indonesia-27 Oct 16-Forklift Operator struck module while placing steel plates
Worker,suffer,pain,"MTC_03 - EPCL Project - Dubai, UAE - 17 Mar 2019 - Worker suffered severe back pain"
IP,scratch,forearm,FAC - IP has scratched his left forearm during erection of formwork.
Contractor,receive,burn,FAC - TU Ltd - 15.10.16 - Contractor received minor burn to hand from drill chuck whilst changing out drill bit
ton,hit,lamp,PD - APSB- Testing - 10/03/2021 - Forklift 4 ton hit the reel and rear lamp broken
Theodore,Spoolbase-,Scanning,Equipment Damage- Chevron Blind Faith 2- Theodore Spoolbase- 2016-07-26- Scanning company's truck door damaged by moving pipe
Diver,report,pain,LTI - 074284C001 - Decipher - Orlando Field Development - Deep Explorer - 03/10/2018 - Diver reports back pain
Torção,do,twist,"Primeiro Socorros-Skandi Buzios-Torção do tornozelo ao descer escada interna_x000D_
FAC-Skandi Buzios-Ankle twist when descending internal stairs"
supervisor,report,spill,Shell King Embayment- Accident - Shawcor Channelview - Oil Spill - Plant supervisor reported a hydraulic oil spill.
DI,hit,Bus,DI (RTC-26) - BMP - Bahrain - 27.09.2021 - A Bus slightly hit another Bus while leaving the site
Project,suffer,body,RWC– MIDOR Refinery Expansion Project – Egypt – Alexandria – 01-12-2021- Grinder suffered a foreign body at his eye
FAC_IP,sustain,cut,"FAC_IP sustained minor cut at the back of his left ear_23 July 2018, 1735 hrs"
Project,pinch,finger,MTC - Yamal LNG Project - Sabetta - 24.05.2017 - Pinching a finger
IP,receive,Swelling,FA_HURL-Sindri_077625_First Aid Case # IP received Minor Swelling of thumb finger of left hand
crane,cause,damage,"PD - OUI JV Rapid - Pengerang, Johor - 5 March 2017 - Truck driver has reversed back too far and his tailgate struck the crane causing minor damage."
-Vapors,ignite,trailer,SIF Incident -Vapors ignite inside flow testing trailer after bleed off of plug
esquerda,aresta,cortante_x000D,"MTI - P76 Project - Brasil Pontal do Paranà - 13/08/2016 - Corte contuso no 3º e 4º dedo da mão esquerda em uma aresta cortante_x000D_
_x000D_
MTI - P76 Project - Brasil Pontal do Paranà - 13/08/2016 - Cut on the 3rd and 4th left hand fingers due to a cutting edge of a metal piece"
Welder,report,eye,FAC - TUL - 08.10.19 - Welder reported sore eye
bucket,make,contact,Property Damage-BLADE-Beaumont ISBL Plot-Feb 26-2020 Excavator bucket made contact with a concrete pile - no injuries
Litres,release,018512C001,North Sea Atlantic - Environmental - PON1 - 0.5 Litres of hydraulic oil released subsea from subsea winch hot-stab - BP Quad 204 - 018512C001
Truck,contact,Riser,"PD - LCCP - 2017 - 03 - 02 (Dump Truck Contacted 4"" Pipe Riser)"
IP,have,shock,"FA - OUI JV Rapid - Pengerang, Johor - 17 Jan 2017 - The IP had an electric shock while he was trying to secure the portable welding machine cable."
Mast,strike,guard,FLT Mast struck Crane Chain guard in GII area
Wagon,strike,barrier,PD - TUL - 20.11.2021 - Wagon struck barrier
truck,drive,truck,"PD - OUI JV Rapid - Pengerang, Johor - 29 September 2017 - A tipper truck accidently drive his truck into a temporary drain and caused damage to the fiber optic manhole"
Specific_Panipat_11/07/2019_IP,receive,injury,First Aid Case_0930 - Project Specific_Panipat_11/07/2019_IP received the minor cut injury on right hand ring finger
Terminal,get,injury,First Aid Case_064536C001 - Onshore Terminal for VA&S1 Development Project_1/25/2017_Amalapuram_IP got a abrasion injury on the left leg
T.EN,own,knee,"FAC Non T.EN owned 17/03/21 ANTARES - JONAGE Minor cut, knee"
LD3876,strike,WHEEL,COMPANY VEHICLE LD3876 STRUCK BY LOOSE SEMI WHEEL
IP,receive,scratches,FA_HURL-Sindri_077625_First Aid Case #IP received minor scratches on right Knee
em,região,_,"MTI - P76 Project - Brasil Pontal do Paranà - 27/09/2016 - Queimadura em região pélvica_x000D_
_x000D_
MTI - P76 Project - Brasil Pontal do Paranà - 27/09/2016 - Burn in the pelvic area"
Worker,feel,nauseas,NWR - 076328C002 Karish Gas development Project onshore Israel - Worker feeling nauseas whilst off site - 06/11/2019
NAPHTHA,COMPLEX,Spill,Env. Incident -076971C - NEW NAPHTHA COMPLEX EPC -Greece-(14/10/2020) - Hydraulic Oil Spill after excavator hose failure
Douleur,do,l'embout,AT-Bat H-01/03/2019- Douleur au dos pendant l'opération de montage de l'embout
spires,pinch,turns,SIF / FAC- Le Trait / G202 - 05/10/2017 - Arm pinched between 2 turns / Bras coincé entre 2 spires
NAPHTHA,COMPLEX,Cut,DA008-076971C - NEW NAPHTHA COMPLEX EPC - Greece-20.09.2021  Cut of live 380V cable by others
worker,pinch,finger,MTC - Yamal LNG Project - Sabetta - 15.05.2017 - A worker pinched his finger by a door
Member,feel,discomfort,First Aid Case -MERO 2 - 200558C001 - Brazil - 17/08/2023 -   Deep Star- Crew Member suddenly felt discomfort in their back near the neck during maintenance activities on the automation system.
Sheave,make,contact,Equipment Damage - Kaombo - Deep Blue - 09/03/17 - Sheave made contact with pipe due to control pendant malfunction
